ID	LANGUAGE	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE	FORM	COGID	TOKENS	ALIGNMENT
lat-628_again-1	Latin	lati1261	204	AGAIN	rursus	ruːrsʊs	108	r uː r s ʊ s	r uː r s ʊ s
por-628_again-1	Portuguese	port1283	204	AGAIN	outra vez	ˈotrɐ ˈveʃ	107	o t r ɐ + v e ʃ	o t r ɐ + v e ʃ
ron-628_again-1	Romanian	roma1327	204	AGAIN	iar	jar	106	j a r	j a r
ron-628_again-2	Romanian	roma1327	204	AGAIN	iarăși	jarəʃʲ	105	j a r ə ʃʲ	j a r ə ʃʲ
spa-628_again-1	Spanish	stan1288	204	AGAIN	de nuevo	de nweβo	104	d e + n w e β o	d e + n w e - β o
cat-447_age-1	Catalan	stan1289	1789	AGE	edat	əðat̪	110	ə ð a t̪	ə ð a t̪ -
fra-447_age-1	French	stan1290	1789	AGE	âge	aːʒ	115	aː ʒ	aː ʒ
ita-447_age-1	Italian	ital1282	1789	AGE	età	eta	114	e t a	e t a
lat-447_age-1	Latin	lati1261	1789	AGE	aetas	aɛ̯taːs	113	a ɛ t aː s	a ɛ t aː s
por-447_age-1	Portuguese	port1283	1789	AGE	idade	ɪˈðaðə	110	ɪ ð a ð ə	ɪ ð a ð ə
ron-447_age-1	Romanian	roma1327	1789	AGE	etate	jetate	112	j e t a t e	j e t a t e
ron-447_age-2	Romanian	roma1327	1789	AGE	vârstă	vɨrstə	111	v ɨ r s t ə	v ɨ r s t ə
spa-447_age-1	Spanish	stan1288	1789	AGE	edad	eðað	110	e ð a ð	e ð a ð -
cat-566_agedold-1	Catalan	stan1289	2112	OLD (AGED)	vell	βɛʎ	116	β ɛ ʎ	β ɛ ʎ -
fra-566_agedold-1	French	stan1290	2112	OLD (AGED)	âgé	aˈʒe	122	a ʒ e	a ʒ e
fra-566_agedold-2	French	stan1290	2112	OLD (AGED)	vieux	vjø	117	v j ø	v j ø
ita-566_agedold-1	Italian	ital1282	2112	OLD (AGED)	anziano	ant͡siano	121	a n ts i a n o	a n ts i a n o
lat-566_agedold-1	Latin	lati1261	2112	OLD (AGED)	vetus	wɛtʊs	120	w ɛ t ʊ s	w ɛ t ʊ s
por-566_agedold-1	Portuguese	port1283	2112	OLD (AGED)	velho	ˈvɛʎu	116	v ɛ ʎ u	v ɛ ʎ u
ron-566_agedold-1	Romanian	roma1327	2112	OLD (AGED)	bătrîn	bətrɨn	119	b ə t r ɨ n	b ə t r ɨ n
spa-566_agedold-1	Spanish	stan1288	2112	OLD (AGED)	viejo	bjexo	118	b j e x o	b j e x o
cat-611_ahead-1	Catalan	stan1289			tot dret	t̪ut̪ d̪ɾɛt̪	123	t̪ u t̪ + d̪ ɾ ɛ t̪	t̪ u t̪ - + d̪ - ɾ ɛ t̪ -
fra-611_ahead-1	French	stan1290			tout droit	tuˈdʁwa	128	t u d ʁ w a	t u d ʁ w a
ita-611_ahead-1	Italian	ital1282			diritto	diritːo	127	d i r i tː o	d i r i tː o
lat-611_ahead-1	Latin	lati1261			recte	reːkteː	126	r eː k t eː	r eː k t eː
por-611_ahead-1	Portuguese	port1283			em frente	ẽ ˈfrẽtə	125	ẽ + f r ẽ t ə	ẽ + f r ẽ t ə
ron-611_ahead-1	Romanian	roma1327			drept înainte	drept ɨnajnte	124	d r e p t + ɨ n a j n t e	d r e p t + ɨ n a j n t e
spa-611_ahead-1	Spanish	stan1288			todo derecho	toðo ðeɾet͡ʃo	123	t o ð o + ð e ɾ e tʃ o	t o ð o + ð e ɾ e tʃ o
cat-60_air-1	Catalan	stan1289	27	AIR	aire	ajɾə	132	a j ɾ ə	a j ɾ ə
fra-60_air-1	French	stan1290	27	AIR	air	ɛːʁ	129	ɛː ʁ	- ɛː ʁ
ita-60_air-1	Italian	ital1282	27	AIR	aria	aria	131	a r i a	a r i a
lat-60_air-1	Latin	lati1261	27	AIR	aer	aːeːr	129	aː eː r	aː eː r
por-60_air-1	Portuguese	port1283	27	AIR	ar	ar	129	a r	- a r
ron-60_air-1	Romanian	roma1327	27	AIR	aer	aer	129	a e r	a e r
spa-60_air-1	Spanish	stan1288	27	AIR	aire	ai̯ɾe	130	a i ɾ e	a i ɾ e
cat-583_alone-1	Catalan	stan1289	1964	ALONE	sol	sɔɫ	133	s ɔ lˠ	- - - s ɔ lˠ -
fra-583_alone-1	French	stan1290	1964	ALONE	seul	sœl	133	s œ l	- - - s œ l -
ita-583_alone-1	Italian	ital1282	1964	ALONE	solo	solo	133	s o l o	- - - s o l o
ita-583_alone-2	Italian	ital1282	1964	ALONE	da solo	da solo	133	d a + s o l o	d a + s o l o
lat-583_alone-1	Latin	lati1261	1964	ALONE	solum	soːɫʊ̃	133	s oː lˠ ʊ̃	- - - s oː lˠ ʊ̃
por-583_alone-1	Portuguese	port1283	1964	ALONE	só	sɔ	133	s ɔ	- - - s ɔ - -
ron-583_alone-1	Romanian	roma1327	1964	ALONE	singur	sinɡur	134	s i n g u r	s i n g u r
spa-583_alone-1	Spanish	stan1288	1964	ALONE	a solo	a solo	133	a + s o l o	- a + s o l o
cat-627_already-1	Catalan	stan1289	2576	ALREADY	ja	ʒa	135	ʒ a	ʒ a
fra-627_already-1	French	stan1290	2576	ALREADY	déjà	deˈʒa	136	d e ʒ a	d e ʒ a
ita-627_already-1	Italian	ital1282	2576	ALREADY	già	d͡ʒa	138	dʒ a	dʒ a
lat-627_already-1	Latin	lati1261	2576	ALREADY	iam	ɪã	137	ɪ ã	ɪ ã
por-627_already-1	Portuguese	port1283	2576	ALREADY	já	ʒa	135	ʒ a	ʒ a
ron-627_already-1	Romanian	roma1327	2576	ALREADY	și	ʃi	135	ʃ i	ʃ i
ron-627_already-2	Romanian	roma1327	2576	ALREADY	deja	deʒa	136	d e ʒ a	d e ʒ a
spa-627_already-1	Spanish	stan1288	2576	ALREADY	ya	ʝa	135	ʝ a	ʝ a
cat-839_alter-1	Catalan	stan1289	1264	CHANGE	canviar	kəmβia	141	k ə m β i a	k ə m β i - - a
fra-839_alter-1	French	stan1290	1264	CHANGE	changer	ʃɑ̃ˈʒe	142	ʃ ɑ̃ ʒ e	ʃ ɑ̃ ʒ e
fra-839_alter-2	French	stan1290	1264	CHANGE	modifier	mɔdiˈfje	140	m ɔ d i f j e	m ɔ d i f - j e -
ita-839_alter-1	Italian	ital1282	1264	CHANGE	mutare	mutare	139	m u t a r e	m u t a r e
ita-839_alter-2	Italian	ital1282	1264	CHANGE	cambiare	kambiare	141	k a m b i a r e	k a m b i a r e
lat-839_alter-1	Latin	lati1261	1264	CHANGE	mutare	muːtaːrɛ	139	m uː t aː r ɛ	m uː t aː r ɛ
por-839_alter-1	Portuguese	port1283	1264	CHANGE	mudar	muˈðar	139	m u ð a r	m u ð a r -
por-839_alter-2	Portuguese	port1283	1264	CHANGE	alterar	aɫterar	143	a lˠ t e r a r	a lˠ t e r a r
ron-839_alter-1	Romanian	roma1327	1264	CHANGE	schimba	skimba	144	s k i m b a	s k i m b a
ron-839_alter-2	Romanian	roma1327	1264	CHANGE	modifica	modifika	140	m o d i f i k a	m o d i f i k a -
spa-839_alter-1	Spanish	stan1288	1264	CHANGE	mudar	muðaɾ	139	m u ð a ɾ	m u ð a ɾ -
spa-839_alter-2	Spanish	stan1288	1264	CHANGE	modificar	moðifikaɾ	140	m o ð i f i k a ɾ	m o ð i f i k a ɾ
cat-604_always-1	Catalan	stan1289	1676	ALWAYS	sempre	sɛmpɾə	145	s ɛ m p ɾ ə	s - ɛ m p - ɾ ə
fra-604_always-1	French	stan1290	1676	ALWAYS	toujours	tuˈʒuːʁ	148	t u ʒ uː ʁ	t u ʒ uː ʁ
ita-604_always-1	Italian	ital1282	1676	ALWAYS	sempre	sempre	145	s e m p r e	s - e m p - r e
lat-604_always-1	Latin	lati1261	1676	ALWAYS	semper	sɛmpɛr	145	s ɛ m p ɛ r	s - ɛ m p ɛ r -
por-604_always-1	Portuguese	port1283	1676	ALWAYS	sempre	ˈsẽprə	145	s ẽ p r ə	s - ẽ - p - r ə
ron-604_always-1	Romanian	roma1327	1676	ALWAYS	mereu	merew	147	m e r e w	m e r e w
ron-604_always-2	Romanian	roma1327	1676	ALWAYS	întotdeauna	ɨntotde̯awna	146	ɨ n t o t d e a w n a	ɨ n t o t d e a w n a
spa-604_always-1	Spanish	stan1288	1676	ALWAYS	siempre	sjempɾe	145	s j e m p ɾ e	s j e m p - ɾ e
cat-284_amount-1	Catalan	stan1289	2987	AMOUNT	quantitat	kwən̪t̪it̪at̪	149	k w ə n̪ t̪ i t̪ a t̪	k w ə n̪ t̪ i t̪ a t̪ -
fra-284_amount-1	French	stan1290	2987	AMOUNT	quantité	kɑ̃tiˈte	149	k ɑ̃ t i t e	k - ɑ̃ - t i t e - -
ita-284_amount-1	Italian	ital1282	2987	AMOUNT	quantità	kwantita	149	k w a n t i t a	k w a n t i t a - -
lat-284_amount-1	Latin	lati1261	2987	AMOUNT	copia	koːpɪa	150	k oː p ɪ a	k oː p ɪ a
por-284_amount-1	Portuguese	port1283	2987	AMOUNT	quantidade	kwɐ̃tiˈðaðə	149	k w ɐ̃ t i ð a ð ə	k w ɐ̃ - t i ð a ð ə
ron-284_amount-1	Romanian	roma1327	2987	AMOUNT	cantitate	kantitate	149	k a n t i t a t e	k - a n t i t a t e
spa-284_amount-1	Spanish	stan1288	2987	AMOUNT	cantidad	kantiðað	149	k a n t i ð a ð	k - a n t i ð a ð -
cat-675_and-1	Catalan	stan1289	1577	AND	i	i	151	i	i
fra-675_and-1	French	stan1290	1577	AND	et	e	152	e	e
ita-675_and-1	Italian	ital1282	1577	AND	e	e	152	e	e
lat-675_and-1	Latin	lati1261	1577	AND	et	ɛt	155	ɛ t	ɛ t
lat-675_and-2	Latin	lati1261	1577	AND	-que	-kʷɛ	153	kʷ ɛ	kʷ ɛ
por-675_and-1	Portuguese	port1283	1577	AND	e	i	151	i	i
ron-675_and-1	Romanian	roma1327	1577	AND	și	ʃi	154	ʃ i	ʃ i
spa-675_and-1	Spanish	stan1288	1577	AND	y	i	151	i	i
cat-278_angle-1	Catalan	stan1289			racó	rəko	160	r ə k o	r ə k o
fra-278_angle-1	French	stan1290			coin	kwɛ̃	161	k w ɛ̃	k w ɛ̃
fra-278_angle-2	French	stan1290			réduit	ʁeˈdɥi	157	ʁ e d ɥ i	ʁ e d ɥ i
ita-278_angle-1	Italian	ital1282			àngolo	aŋɡolo	156	a ŋ g o l o	a ŋ g o l o -
lat-278_angle-1	Latin	lati1261			angulus	aŋɡʷɫʊs	156	a ŋ gʷ lˠ ʊ s	a ŋ gʷ - lˠ ʊ s
por-278_angle-1	Portuguese	port1283			canto	ˈkɐ̃tu	159	k ɐ̃ t u	k ɐ̃ t u
por-278_angle-2	Portuguese	port1283			ângulo	ãɡulu	156	ã g u l u	ã - g u l u -
ron-278_angle-1	Romanian	roma1327			colț	kolt͡s	158	k o l ts	k o l ts
spa-278_angle-1	Spanish	stan1288			ángulo	aŋɡulo	156	a ŋ g u l o	a ŋ g u l o -
cat-132_animal-1	Catalan	stan1289	619	ANIMAL	animāl	ənimaɫ	162	ə n i m a lˠ	ə n i m a lˠ -
fra-132_animal-1	French	stan1290	619	ANIMAL	animal	aniˈmal	162	a n i m a l	a n i m a l -
ita-132_animal-1	Italian	ital1282	619	ANIMAL	bestia	bestia	163	b e s t i a	b e s t i a
ita-132_animal-2	Italian	ital1282	619	ANIMAL	animale	animale	162	a n i m a l e	a n i m a l e
lat-132_animal-1	Latin	lati1261	619	ANIMAL	bestia	beːstɪa	163	b eː s t ɪ a	b eː s t ɪ a
por-132_animal-1	Portuguese	port1283	619	ANIMAL	animal	ɐniˈmaɫ	162	ɐ n i m a lˠ	ɐ n i m a lˠ -
ron-132_animal-1	Romanian	roma1327	619	ANIMAL	animal	animal	162	a n i m a l	a n i m a l -
spa-132_animal-1	Spanish	stan1288	619	ANIMAL	animal	animal	162	a n i m a l	a n i m a l -
cat-933_annoy-1	Catalan	stan1289	2892	MAKE ANGRY (ANNOY)	enfadar	əɱfəða	164	ə ɱ f ə ð a	ə ɱ f ə ð a -
fra-933_annoy-1	French	stan1290	2892	MAKE ANGRY (ANNOY)	agacer	aɡaˈse	170	a g a s e	a g a s e
ita-933_annoy-1	Italian	ital1282	2892	MAKE ANGRY (ANNOY)	stizzire	stitt͡sire	166	s t i t ts i r e	s t i t ts i r e
lat-933_annoy-1	Latin	lati1261	2892	MAKE ANGRY (ANNOY)	irritare	ɪrːɪtaːrɛ	165	ɪ rː ɪ t aː r ɛ	ɪ rː ɪ t aː r ɛ
por-933_annoy-1	Portuguese	port1283	2892	MAKE ANGRY (ANNOY)	irritar	iʀiˈtar	165	i ʀ i t a r	i ʀ i t a r -
por-933_annoy-2	Portuguese	port1283	2892	MAKE ANGRY (ANNOY)	aborrecer	ɐβuʀəˈser	167	ɐ β u ʀ ə s e r	ɐ β u ʀ ə s e r
ron-933_annoy-1	Romanian	roma1327	2892	MAKE ANGRY (ANNOY)	supăra	supəra	169	s u p ə r a	s u p ə r a
spa-933_annoy-1	Spanish	stan1288	2892	MAKE ANGRY (ANNOY)	enojar	enoxaɾ	168	e n o x a ɾ	e n o x a ɾ
spa-933_annoy-2	Spanish	stan1288	2892	MAKE ANGRY (ANNOY)	enfadar	eɱfaðaɾ	164	e ɱ f a ð a ɾ	e ɱ f a ð a ɾ
cat-166_ant-1	Catalan	stan1289	587	ANT	formiga	fuɾmiɣə	171	f u ɾ m i ɣ ə	f u ɾ m i ɣ ə
fra-166_ant-1	French	stan1290	587	ANT	fourmi	fuʁˈmi	171	f u ʁ m i	f u ʁ m - - i
ita-166_ant-1	Italian	ital1282	587	ANT	formica	formika	171	f o r m i k a	f o r m i k a
lat-166_ant-1	Latin	lati1261	587	ANT	formica	fɔrmiːka	171	f ɔ r m iː k a	f ɔ r m iː k a
por-166_ant-1	Portuguese	port1283	587	ANT	formiga	formiɣa	171	f o r m i ɣ a	f o r m i ɣ a
ron-166_ant-1	Romanian	roma1327	587	ANT	furnică	furnikə	171	f u r n i k ə	f u r n i k ə
spa-166_ant-1	Spanish	stan1288	587	ANT	hormiga	oɾmiɣa	171	o ɾ m i ɣ a	- o ɾ m i ɣ a
cat-710_appear-1	Catalan	stan1289	1076	EMERGE (APPEAR)	aparèixer	əpəɾɛʃə	172	ə p ə ɾ ɛ ʃ ə	- ə - p ə ɾ ɛ ʃ ə - -
fra-710_appear-1	French	stan1290	1076	EMERGE (APPEAR)	apparaître	apaˈʁɛːtʁə	172	a p a ʁ ɛː t ʁ ə	- a - p a ʁ ɛː t - ʁ ə
ita-710_appear-1	Italian	ital1282	1076	EMERGE (APPEAR)	apparire	apːarire	172	a pː a r i r e	- a - pː a r i - - r e
ita-710_appear-2	Italian	ital1282	1076	EMERGE (APPEAR)	comparire	komparire	172	k o m p a r i r e	k o m p a r i - - r e
lat-710_appear-1	Latin	lati1261	1076	EMERGE (APPEAR)	apparere	apːaːreːrɛ	172	a pː aː r eː r ɛ	- a - pː aː r eː - - r ɛ
por-710_appear-1	Portuguese	port1283	1076	EMERGE (APPEAR)	aparecer	ɐpɐrəˈser	172	ɐ p ɐ r ə s e r	- ɐ - p ɐ r ə s e r -
ron-710_appear-1	Romanian	roma1327	1076	EMERGE (APPEAR)	apărea	apəre̯a	172	a p ə r e a	- a - p ə r e - a - -
spa-710_appear-1	Spanish	stan1288	1076	EMERGE (APPEAR)	aparecer	apaɾeθeɾ	172	a p a ɾ e θ e ɾ	- a - p a ɾ e θ e ɾ -
cat-172_apple-1	Catalan	stan1289	1320	APPLE	poma	pɔmə	174	p ɔ m ə	p ɔ m ə
fra-172_apple-1	French	stan1290	1320	APPLE	pomme	pɔm	174	p ɔ m	p ɔ m -
ita-172_apple-1	Italian	ital1282	1320	APPLE	mela	mela	173	m e l a	m e l a
lat-172_apple-1	Latin	lati1261	1320	APPLE	malum	maːɫʊ̃	173	m aː lˠ ʊ̃	m aː lˠ ʊ̃
por-172_apple-1	Portuguese	port1283	1320	APPLE	maçã	mɐˈsɐ̃	177	m ɐ s ɐ̃	m ɐ s ɐ̃
ron-172_apple-1	Romanian	roma1327	1320	APPLE	măr	mər	176	m ə r	m ə r
spa-172_apple-1	Spanish	stan1288	1320	APPLE	manzana	manθana	175	m a n θ a n a	m a n θ a n a
cat-265_area-1	Catalan	stan1289	2980	AREA	regió	rəʒio	178	r ə ʒ i o	r ə ʒ - i o -
cat-265_area-2	Catalan	stan1289	2980	AREA	contrada	kun̪t̪ɾaðə	180	k u n̪ t̪ ɾ a ð ə	k u n̪ t̪ ɾ a ð ə
fra-265_area-1	French	stan1290	2980	AREA	région	ʁeˈʒjɔ̃	178	ʁ e ʒ j ɔ̃	ʁ e ʒ j ɔ̃ - -
fra-265_area-2	French	stan1290	2980	AREA	contrée	kɔ̃ˈtʁe	180	k ɔ̃ t ʁ e	k ɔ̃ - t ʁ - - e
ita-265_area-1	Italian	ital1282	2980	AREA	regione	red͡ʒone	179	r e dʒ o n e	r e dʒ o - n e
lat-265_area-1	Latin	lati1261	2980	AREA	loca	ɫoːka	183	lˠ oː k a	lˠ oː k a
lat-265_area-2	Latin	lati1261	2980	AREA	regio	rɛɡɪoː	178	r ɛ g ɪ oː	r ɛ g - ɪ oː -
por-265_area-1	Portuguese	port1283	2980	AREA	área	arja	181	a r j a	a r j a
por-265_area-2	Portuguese	port1283	2980	AREA	região	ʀəˈʒjɐ̃w	178	ʀ ə ʒ j ɐ̃ w	ʀ ə ʒ j ɐ̃ - w
ron-265_area-1	Romanian	roma1327	2980	AREA	regiune	red͡ʒiwne	179	r e dʒ i w n e	r e dʒ i w n e
spa-265_area-1	Spanish	stan1288	2980	AREA	región	ɾexjon	178	ɾ e x j o n	ɾ e x j o - n
spa-265_area-2	Spanish	stan1288	2980	AREA	comarca	komaɾka	182	k o m a ɾ k a	k o m a ɾ k a
cat-26_arm-1	Catalan	stan1289	1673	ARM	braç	bɾas	184	b ɾ a s	b ɾ a - s -
fra-26_arm-1	French	stan1290	1673	ARM	bras	bʁa	184	b ʁ a	b ʁ a - - -
ita-26_arm-1	Italian	ital1282	1673	ARM	braccio	bratt͡ʃo	184	b r a t tʃ o	b r a t tʃ o
lat-26_arm-1	Latin	lati1261	1673	ARM	bracchium	brakːhɪʊ̃	185	b r a kː h ɪ ʊ̃	b r a kː h ɪ ʊ̃
por-26_arm-1	Portuguese	port1283	1673	ARM	braço	ˈbrasu	184	b r a s u	b r a - s u
ron-26_arm-1	Romanian	roma1327	1673	ARM	braț	brat͡s	184	b r a ts	b r a - ts -
spa-26_arm-1	Spanish	stan1288	1673	ARM	brazo	bɾaθo	184	b ɾ a θ o	b ɾ a - θ o
cat-780_arrive-1	Catalan	stan1289	1387	ARRIVE	arribar	əriβa	186	ə r i β a	ə r i β - - a
fra-780_arrive-1	French	stan1290	1387	ARRIVE	arriver	aʁiˈve	186	a ʁ i v e	a ʁ i v - - e
ita-780_arrive-1	Italian	ital1282	1387	ARRIVE	arrivare	arːivare	186	a rː i v a r e	a rː i v a r e
lat-780_arrive-1	Latin	lati1261	1387	ARRIVE	advenire	adwɛniːrɛ	190	a d w ɛ n iː r ɛ	a d w ɛ n iː r ɛ
por-780_arrive-1	Portuguese	port1283	1387	ARRIVE	chegar	ʃəˈɣar	187	ʃ ə ɣ a r	ʃ ə ɣ a r
ron-780_arrive-1	Romanian	roma1327	1387	ARRIVE	sosi	sosʲ	189	s o sʲ	s o sʲ
ron-780_arrive-2	Romanian	roma1327	1387	ARRIVE	ajunge	aʒund͡ʒe	188	a ʒ u n dʒ e	a ʒ u n dʒ e
spa-780_arrive-1	Spanish	stan1288	1387	ARRIVE	llegar	ʝeɣaɾ	187	ʝ e ɣ a ɾ	ʝ e ɣ a ɾ
cat-440_arrow-1	Catalan	stan1289	977	ARROW	fletxa	fɫɛt͡ʃə	191	f lˠ ɛ tʃ ə	f lˠ ɛ tʃ ə
fra-440_arrow-1	French	stan1290	977	ARROW	flèche	flɛʃ	191	f l ɛ ʃ	f l ɛ ʃ -
ita-440_arrow-1	Italian	ital1282	977	ARROW	freccia	frett͡ʃa	194	f r e t tʃ a	f r e t tʃ a
lat-440_arrow-1	Latin	lati1261	977	ARROW	sagitta	saɡɪtːa	192	s a g ɪ tː a	s a g ɪ tː a
por-440_arrow-1	Portuguese	port1283	977	ARROW	seta	ʃeta	192	ʃ e t a	ʃ e - - t a
por-440_arrow-2	Portuguese	port1283	977	ARROW	flecha	fleʃa	191	f l e ʃ a	f l e ʃ a
ron-440_arrow-1	Romanian	roma1327	977	ARROW	săgeată	səd͡ʒe̯atə	193	s ə dʒ e a t ə	s ə dʒ e a t ə
spa-440_arrow-1	Spanish	stan1288	977	ARROW	flecha	flet͡ʃa	191	f l e tʃ a	f l e tʃ a
cat-183_ash-1	Catalan	stan1289	646	ASH	cendra	sɛnðɾə	195	s ɛ n ð ɾ ə	s ɛ n ð ɾ ə
fra-183_ash-1	French	stan1290	646	ASH	cendre	ˈsɑ̃dʁə	195	s ɑ̃ d ʁ ə	s ɑ̃ - d ʁ ə
ita-183_ash-1	Italian	ital1282	646	ASH	cenere	t͡ʃenere	200	tʃ e n e r e	tʃ e n e r e
lat-183_ash-1	Latin	lati1261	646	ASH	cinis	kɪnɪs	199	k ɪ n ɪ s	k ɪ n ɪ s
por-183_ash-1	Portuguese	port1283	646	ASH	cinza	ˈsĩza	198	s ĩ z a	s ĩ z a
ron-183_ash-1	Romanian	roma1327	646	ASH	cenușă	t͡ʃenuʃə	197	tʃ e n u ʃ ə	tʃ e n u ʃ ə
spa-183_ash-1	Spanish	stan1288	646	ASH	ceniza	θeniθa	196	θ e n i θ a	θ e n i θ a
cat-985_ask-1	Catalan	stan1289	1309	ASK (INQUIRE)	preguntar	pɾəɣun̪t̪a	201	p ɾ ə ɣ u n̪ t̪ a	p - ɾ ə ɣ u n̪ t̪ a -
fra-985_ask-1	French	stan1290	1309	ASK (INQUIRE)	demander	dəmɑ̃ˈde	203	d ə m ɑ̃ d e	d ə m ɑ̃ - d - - e
ita-985_ask-1	Italian	ital1282	1309	ASK (INQUIRE)	chièdere	kiɛdere	202	k i ɛ d e r e	k i ɛ d e r e
ita-985_ask-2	Italian	ital1282	1309	ASK (INQUIRE)	domandare	domandare	203	d o m a n d a r e	d o m a n d a r e
lat-985_ask-1	Latin	lati1261	1309	ASK (INQUIRE)	rogare	rɔɡaːrɛ	205	r ɔ g aː r ɛ	r ɔ g aː r ɛ
lat-985_ask-2	Latin	lati1261	1309	ASK (INQUIRE)	quaerere	kʷaɛ̯rɛrɛ	202	kʷ a ɛ r ɛ r ɛ	kʷ a ɛ r ɛ r ɛ
por-985_ask-1	Portuguese	port1283	1309	ASK (INQUIRE)	perguntar	pərɣũˈtar	201	p ə r ɣ ũ t a r	p ə r - ɣ ũ - t a r
ron-985_ask-1	Romanian	roma1327	1309	ASK (INQUIRE)	întreba	ɨntreba	204	ɨ n t r e b a	ɨ n t r e b a
spa-985_ask-1	Spanish	stan1288	1309	ASK (INQUIRE)	preguntar	pɾeɣuntaɾ	201	p ɾ e ɣ u n t a ɾ	p - ɾ e ɣ u n t a ɾ
cat-920_assemble-1	Catalan	stan1289	3638	ASSEMBLE (GET TOGETHER)	reunir-se	rəwniɾzə	206	r ə w n i ɾ z ə	r ə w - n i ɾ z ə
fra-920_assemble-1	French	stan1290	3638	ASSEMBLE (GET TOGETHER)	s'assembler	sasɑ̃ˈble	210	s a s ɑ̃ b l e	s a s ɑ̃ b l e
ita-920_assemble-1	Italian	ital1282	3638	ASSEMBLE (GET TOGETHER)	rinunirsi	rinunirzi	206	r i n u n i r z i	r i n u n i r z i
lat-920_assemble-1	Latin	lati1261	3638	ASSEMBLE (GET TOGETHER)	convenire	kɔnwɛniːrɛ	209	k ɔ n w ɛ n iː r ɛ	k ɔ n w ɛ n iː r ɛ
por-920_assemble-1	Portuguese	port1283	3638	ASSEMBLE (GET TOGETHER)	reunir-se	ʀjuˈnirsə	206	ʀ j u n i r s ə	ʀ - j u n i r s ə
ron-920_assemble-1	Romanian	roma1327	3638	ASSEMBLE (GET TOGETHER)	se aduna	se aduna	208	s e + a d u n a	s e + a d u n a
spa-920_assemble-1	Spanish	stan1288	3638	ASSEMBLE (GET TOGETHER)	reunirse	ɾeu̯niɾse	206	ɾ e u n i ɾ s e	ɾ e - u n i ɾ s e
spa-920_assemble-2	Spanish	stan1288	3638	ASSEMBLE (GET TOGETHER)	congregarse	koŋɡɾeɣaɾse	207	k o ŋ g ɾ e ɣ a ɾ s e	k o ŋ g ɾ e ɣ a ɾ s e
cat-600_atfirst-1	Catalan	stan1289	2915	AT FIRST	primer	pɾimɛ	211	p ɾ i m ɛ	- - p ɾ i m - - - - - ɛ
fra-600_atfirst-1	French	stan1290	2915	AT FIRST	d'abord	daˈbɔːʁ	214	d a b ɔː ʁ	d a b ɔː ʁ
fra-600_atfirst-2	French	stan1290	2915	AT FIRST	premièrement	pʁəmjɛːʁˈmɑ̃	211	p ʁ ə m j ɛː ʁ m ɑ̃	- - p ʁ ə m - j ɛː ʁ m ɑ̃
ita-600_atfirst-1	Italian	ital1282	2915	AT FIRST	prima	prima	211	p r i m a	- - p r i m - - - - - a
ita-600_atfirst-2	Italian	ital1282	2915	AT FIRST	dapprima	dapːrima	211	d a pː r i m a	d a pː r i m - - - - - a
lat-600_atfirst-1	Latin	lati1261	2915	AT FIRST	primo	priːmoː	211	p r iː m oː	- - p r iː m - - - - - oː
por-600_atfirst-1	Portuguese	port1283	2915	AT FIRST	primeiro	priˈmejru	211	p r i m e j r u	- - p r i m e j - r - u
ron-600_atfirst-1	Romanian	roma1327	2915	AT FIRST	întâi	ɨntɨj	213	ɨ n t ɨ j	ɨ n t ɨ j
ron-600_atfirst-2	Romanian	roma1327	2915	AT FIRST	în primul rând	ɨn primul rɨnd	212	ɨ n + p r i m u l + r ɨ n d	ɨ n + p r i m u l + r ɨ n d
spa-600_atfirst-1	Spanish	stan1288	2915	AT FIRST	primero	pɾimeɾo	211	p ɾ i m e ɾ o	- - p ɾ i m e - - ɾ - o
cat-584_atonce-1	Catalan	stan1289	1963	IMMEDIATELY	d'una vegada	d̪ˈunə βəɣaðə	221	d̪ u n ə + β ə ɣ a ð ə	d̪ u n ə + β ə ɣ a ð ə
fra-584_atonce-1	French	stan1290	1963	IMMEDIATELY	à la fois	alaˈfwa	220	a l a f w a	a l a f w a
ita-584_atonce-1	Italian	ital1282	1963	IMMEDIATELY	insieme	inzieme	219	i n z i e m e	i n z i e m e
lat-584_atonce-1	Latin	lati1261	1963	IMMEDIATELY	simul	sɪmʊɫ	218	s ɪ m ʊ lˠ	s ɪ m ʊ lˠ
por-584_atonce-1	Portuguese	port1283	1963	IMMEDIATELY	de vez	deveʃ	217	d e v e ʃ	d e v e ʃ
ron-584_atonce-1	Romanian	roma1327	1963	IMMEDIATELY	dintrodată	dintrodatə	216	d i n t r o d a t ə	d i n t r o d a t ə
spa-584_atonce-1	Spanish	stan1288	1963	IMMEDIATELY	de una vez	de una βeθ	215	d e + u n a + β e θ	d e + u n a + β e θ
cat-597_atthattime-1	Catalan	stan1289	2922	AT THAT TIME	llavōrs	ʎəβɔɾs	229	ʎ ə β ɔ ɾ s	ʎ ə β ɔ ɾ s
cat-597_atthattime-2	Catalan	stan1289	2922	AT THAT TIME	aleshores	əɫəzɔɾəs	225	ə lˠ ə z ɔ ɾ ə s	ə lˠ ə z ɔ ɾ ə s
fra-597_atthattime-1	French	stan1290	2922	AT THAT TIME	alors	aˈlɔːʁ	223	a l ɔː ʁ	a l ɔː ʁ -
